	Time	Price
468	2021-05-09 11:00	24.46
469	2021-05-09 12:00	23.05
470	2021-05-09 13:00	23.05
471	2021-05-09 14:00	23.94
472	2021-05-09 15:00	26.04
473	2021-05-09 16:00	27.31
474	2021-05-09 17:00	37.1
475	2021-05-09 18:00	49.48
476	2021-05-09 19:00	49.38
477	2021-05-09 20:00	48.88
478	2021-05-09 21:00	42.09
479	2021-05-09 22:00	30.34
480	2021-05-09 23:00	25.08
481	2021-05-10 00:00	26.3
482	2021-05-10 01:00	26.42
483	2021-05-10 02:00	27.86
484	2021-05-10 03:00	27.36
485	2021-05-10 04:00	36.11
486	2021-05-10 05:00	51.49
487	2021-05-10 06:00	56.02
488	2021-05-10 07:00	57.78
489	2021-05-10 08:00	54.61
490	2021-05-10 09:00	52.14
491	2021-05-10 10:00	51.47
492	2021-05-10 11:00	50.93
493	2021-05-10 12:00	48.09
494	2021-05-10 13:00	48.74
495	2021-05-10 14:00	51.54
496	2021-05-10 15:00	51.91
497	2021-05-10 16:00	52.69
498	2021-05-10 17:00	53.18
499	2021-05-10 18:00	52.09
500	2021-05-10 19:00	42.86
501	2021-05-10 20:00	36.44
502	2021-05-10 21:00	28.9
503	2021-05-10 22:00	25.01
504	2021-05-10 23:00	20.43
505	2021-05-11 00:00	19.56
506	2021-05-11 01:00	18.94
507	2021-05-11 02:00	18.77
508	2021-05-11 03:00	19.08
509	2021-05-11 04:00	22.21
510	2021-05-11 05:00	39.91
511	2021-05-11 06:00	49.35
512	2021-05-11 07:00	49.6
513	2021-05-11 08:00	52.91
514	2021-05-11 09:00	54.91
515	2021-05-11 10:00	52.73
516	2021-05-11 11:00	55.59
517	2021-05-11 12:00	55.04
518	2021-05-11 13:00	52.65
519	2021-05-11 14:00	47.55
520	2021-05-11 15:00	44.6
521	2021-05-11 16:00	50.01
522	2021-05-11 17:00	55.2
523	2021-05-11 18:00	55.06
524	2021-05-11 19:00	41.11
525	2021-05-11 20:00	34.67
526	2021-05-11 21:00	28.43
527	2021-05-11 22:00	23.65
528	2021-05-11 23:00	22.34
529	2021-05-12 00:00	22.0
530	2021-05-12 01:00	21.8
531	2021-05-12 02:00	21.76
532	2021-05-12 03:00	22.38
533	2021-05-12 04:00	28.47
534	2021-05-12 05:00	52.06
535	2021-05-12 06:00	54.8
536	2021-05-12 07:00	55.96
537	2021-05-12 08:00	55.69
538	2021-05-12 09:00	55.04
539	2021-05-12 10:00	55.21
540	2021-05-12 11:00	54.86
541	2021-05-12 12:00	52.03
542	2021-05-12 13:00	44.07
543	2021-05-12 14:00	39.2
544	2021-05-12 15:00	36.71
545	2021-05-12 16:00	40.98
546	2021-05-12 17:00	38.99
547	2021-05-12 18:00	38.72
548	2021-05-12 19:00	39.2
549	2021-05-12 20:00	35.1
550	2021-05-12 21:00	26.37
551	2021-05-12 22:00	22.95
552	2021-05-12 23:00	21.43
553	2021-05-13 00:00	20.42
554	2021-05-13 01:00	20.18
555	2021-05-13 02:00	20.5
556	2021-05-13 03:00	20.54
557	2021-05-13 04:00	21.76
558	2021-05-13 05:00	31.02
559	2021-05-13 06:00	35.08
560	2021-05-13 07:00	35.89
561	2021-05-13 08:00	37.22
562	2021-05-13 09:00	38.34
563	2021-05-13 10:00	37.92
564	2021-05-13 11:00	36.1
565	2021-05-13 12:00	35.07
566	2021-05-13 13:00	31.44
567	2021-05-13 14:00	30.09
568	2021-05-13 15:00	30.74
569	2021-05-13 16:00	35.04
570	2021-05-13 17:00	35.07
571	2021-05-13 18:00	34.97
572	2021-05-13 19:00	31.94
573	2021-05-13 20:00	30.85
574	2021-05-13 21:00	24.05
575	2021-05-13 22:00	21.37
