	Date	Time	Price	Level1	Level2	Level3	ValveState1	ValveState2	ValveState3	ESP_control1	ESP_control2	ESP_control3	ESP_command1	ESP_command2	ESP_command3	Nett_control	Nett_command1	Nett_command2	Nett_command3	Recommendation1	Recommendation2	Recommendation3
0	2021-04-27	06:54:18	80.37	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
1	2021-04-27	06:54:28	80.37	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
2	2021-04-27	06:55:29	80.37	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
3	2021-04-27	06:56:30	80.37	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
4	2021-04-27	06:57:31	80.37	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
5	2021-04-27	06:58:33	80.37	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
6	2021-04-27	06:59:34	80.37	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
7	2021-04-27	07:00:35	81.61	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
8	2021-04-27	07:01:36	81.61	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
9	2021-04-27	07:02:37	81.61	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
10	2021-04-27	07:03:37	81.61	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
11	2021-04-27	07:05:24	81.61	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
12	2021-04-27	07:06:25	81.61	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
13	2021-04-27	07:09:10	81.61	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
14	2021-04-27	07:11:01	81.61	200	96	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
15	2021-04-27	07:12:10	81.61	202	105	47	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
16	2021-04-27	07:13:11	81.61	204	104	45	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
17	2021-04-27	07:14:26	81.61	206	100	49	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
18	2021-04-27	07:15:27	81.61	208	99	47	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
19	2021-04-27	07:16:28	81.61	206	97	51	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
20	2021-04-27	07:17:29	81.61	207	99	47	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
21	2021-04-27	07:18:30	81.61	211	99	48	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
22	2021-04-27	07:19:31	81.61	207	102	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
23	2021-04-27	07:20:32	81.61	204	108	49	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
24	2021-04-27	07:21:33	81.61	200	105	50	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
25	2021-04-27	07:22:34	81.61	202	102	51	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
26	2021-04-27	07:23:35	81.61	201	102	53	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
27	2021-04-27	07:24:36	81.61	202	108	54	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
28	2021-04-27	07:25:37	81.61	202	110	56	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
29	2021-04-27	07:26:38	81.61	205	107	59	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
30	2021-04-27	07:27:39	81.61	200	105	55	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
31	2021-04-27	07:28:39	81.61	201	101	59	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
32	2021-04-27	07:29:40	81.61	201	100	58	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
33	2021-04-27	07:30:41	81.61	198	98	57	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
34	2021-04-27	07:31:42	81.61	199	102	53	1	0	0	0	0	1	0	0	0	1	1	0	1	1.0	1.0	1.0
35	2021-04-27	12:53:22	46.41	200	100	50	1	0	0	0	0	1	0	0	0	1	1	0	1	0.29	0.29	0.29
36	2021-04-27	15:25:45	49.06	202	100	51	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
37	2021-04-27	15:26:17	49.06	201	103	50	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
38	2021-04-27	15:26:49	49.06	203	98	54	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
39	2021-04-27	15:27:22	49.06	203	100	51	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
40	2021-04-27	15:27:54	49.06	205	96	51	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
41	2021-04-27	15:28:25	49.06	206	93	52	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
42	2021-04-27	15:28:57	49.06	207	91	46	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
43	2021-04-27	15:29:29	49.06	207	87	50	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
44	2021-04-27	15:30:01	49.06	205	85	47	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
45	2021-04-27	15:30:33	49.06	208	84	50	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
46	2021-04-27	15:31:04	49.06	214	89	54	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
47	2021-04-27	15:31:36	49.06	210	86	57	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
48	2021-04-27	15:32:08	49.06	213	88	60	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
49	2021-04-27	15:32:39	49.06	214	90	63	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
50	2021-04-27	15:33:11	49.06	215	89	61	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
51	2021-04-27	15:33:42	49.06	213	88	61	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
52	2021-04-27	15:34:14	49.06	218	83	65	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
53	2021-04-27	15:34:46	49.06	212	82	66	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
54	2021-04-27	15:35:17	49.06	211	83	60	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
55	2021-04-27	15:35:49	49.06	216	83	55	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
56	2021-04-27	15:36:21	49.06	211	81	56	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
57	2021-04-27	15:36:52	49.06	207	86	58	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
58	2021-04-27	15:37:24	49.06	206	86	56	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
59	2021-04-27	15:37:57	49.06	208	89	62	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
60	2021-04-27	15:38:28	49.06	212	91	63	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
61	2021-04-27	15:39:00	49.06	211	94	64	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
62	2021-04-27	15:39:31	49.06	214	90	67	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
63	2021-04-27	15:40:03	49.06	212	92	65	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
64	2021-04-27	15:40:35	49.06	211	96	66	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
65	2021-04-27	15:41:07	49.06	209	96	69	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
66	2021-04-27	15:41:40	49.06	214	98	70	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
67	2021-04-27	15:42:12	49.06	211	102	71	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
68	2021-04-27	15:42:43	49.06	210	108	74	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
69	2021-04-27	15:43:16	49.06	211	113	72	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
70	2021-04-27	15:43:47	49.06	214	110	71	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
71	2021-04-27	15:44:18	49.06	213	113	74	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
72	2021-04-27	15:44:50	49.06	218	117	77	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
73	2021-04-27	15:45:22	49.06	216	119	75	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
74	2021-04-27	15:45:54	49.06	213	119	71	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
75	2021-04-27	15:46:25	49.06	211	119	68	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
76	2021-04-27	15:46:57	49.06	211	124	66	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
77	2021-04-27	15:47:28	49.06	210	128	71	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
78	2021-04-27	15:48:00	49.06	216	130	74	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
79	2021-04-27	15:48:31	49.06	214	124	77	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
80	2021-04-27	15:49:03	49.06	216	122	79	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
81	2021-04-27	15:49:35	49.06	218	126	82	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
82	2021-04-27	15:50:06	49.06	216	125	77	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
83	2021-04-27	15:53:43	49.06	214	126	81	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
84	2021-04-27	15:54:15	49.06	214	125	83	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
85	2021-04-27	15:54:46	49.06	212	126	79	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
86	2021-04-27	15:55:18	49.06	218	123	75	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
87	2021-04-27	15:55:49	49.06	213	124	78	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
88	2021-04-27	15:56:21	49.06	216	128	78	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
89	2021-04-27	15:56:53	49.06	213	128	78	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
90	2021-04-27	15:57:25	49.06	213	128	80	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
91	2021-04-27	15:57:57	49.06	217	127	81	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
92	2021-04-27	15:58:29	49.06	216	125	85	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
93	2021-04-27	15:59:00	49.06	220	130	87	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
94	2021-04-27	15:59:33	49.06	222	129	84	1	0	0	0	0	1	0	0	0	1	1	0	1	0.36	0.36	0.36
95	2021-04-27	16:00:04	51.95	216	128	83	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
96	2021-04-27	16:00:37	51.95	213	134	77	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
97	2021-04-27	16:01:09	51.95	215	132	73	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
98	2021-04-27	16:01:41	51.95	213	128	68	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
99	2021-04-27	16:02:12	51.95	207	123	65	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
100	2021-04-27	16:02:44	51.95	204	129	63	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
101	2021-04-27	16:03:16	51.95	205	129	66	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
102	2021-04-27	16:03:47	51.95	203	128	71	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
103	2021-04-27	16:04:19	51.95	206	128	70	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
104	2021-04-27	16:04:50	51.95	203	127	68	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
105	2021-04-27	16:05:22	51.95	203	129	64	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
106	2021-04-27	16:05:53	51.95	201	132	61	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
107	2021-04-27	16:06:25	51.95	200	129	59	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
108	2021-04-27	16:06:56	51.95	200	126	57	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
109	2021-04-27	16:07:28	51.95	201	120	58	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
110	2021-04-27	16:08:01	51.95	201	120	56	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
111	2021-04-27	16:08:33	51.95	201	117	52	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
112	2021-04-27	16:09:04	51.95	201	116	48	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
113	2021-04-27	16:09:36	51.95	200	121	47	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
114	2021-04-27	16:10:07	51.95	199	119	43	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
115	2021-04-27	16:10:39	51.95	194	116	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
116	2021-04-27	16:11:10	51.95	195	116	41	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
117	2021-04-27	16:11:42	51.95	194	120	47	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
118	2021-04-27	16:12:14	51.95	191	120	46	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
119	2021-04-27	16:12:46	51.95	192	122	48	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
120	2021-04-27	16:13:18	51.95	196	127	50	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
121	2021-04-27	16:13:49	51.95	193	125	49	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
122	2021-04-27	16:14:21	51.95	190	127	50	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
123	2021-04-27	16:14:53	51.95	189	123	48	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
124	2021-04-27	16:15:25	51.95	190	119	52	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
125	2021-04-27	16:15:58	51.95	191	119	51	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
126	2021-04-27	16:16:29	51.95	188	121	56	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
127	2021-04-27	16:17:01	51.95	191	117	57	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
128	2021-04-27	16:17:33	51.95	190	113	53	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
129	2021-04-27	16:18:06	51.95	191	111	48	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
130	2021-04-27	16:18:37	51.95	191	105	43	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
131	2021-04-27	16:19:10	51.95	194	104	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
132	2021-04-27	16:19:41	51.95	195	107	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
133	2021-04-27	16:20:13	51.95	194	108	46	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
134	2021-04-27	16:20:45	51.95	191	103	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
135	2021-04-27	16:21:16	51.95	192	105	41	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
136	2021-04-27	16:21:48	51.95	196	105	39	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
137	2021-04-27	16:22:19	51.95	195	104	37	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
138	2021-04-27	16:22:51	51.95	191	104	38	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
139	2021-04-27	16:23:22	51.95	190	101	37	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
140	2021-04-27	16:23:55	51.95	192	101	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
141	2021-04-27	16:24:27	51.95	191	104	41	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
142	2021-04-27	16:24:59	51.95	195	104	44	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
143	2021-04-27	16:25:31	51.95	199	103	39	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
144	2021-04-27	16:26:02	51.95	199	101	43	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
145	2021-04-27	16:26:34	51.95	198	103	46	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
146	2021-04-27	16:27:06	51.95	195	108	44	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
147	2021-04-27	16:27:38	51.95	198	106	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
148	2021-04-27	16:28:09	51.95	194	109	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
149	2021-04-27	16:28:41	51.95	190	110	38	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
150	2021-04-27	16:29:13	51.95	192	112	34	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
151	2021-04-27	16:29:45	51.95	189	114	35	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
152	2021-04-27	16:30:16	51.95	186	113	35	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
153	2021-04-27	16:30:47	51.95	187	114	40	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
154	2021-04-27	16:31:19	51.95	186	119	40	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
155	2021-04-27	16:31:51	51.95	188	117	39	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
156	2021-04-27	16:32:22	51.95	189	121	38	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
157	2021-04-27	16:32:54	51.95	183	119	37	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
158	2021-04-27	16:33:26	51.95	183	115	37	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
159	2021-04-27	16:33:57	51.95	185	118	42	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
160	2021-04-27	16:34:29	51.95	185	122	38	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
161	2021-04-27	16:35:01	51.95	186	121	38	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
162	2021-04-27	16:35:32	51.95	192	118	36	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
163	2021-04-27	16:36:04	51.95	191	114	39	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
164	2021-04-27	16:36:35	51.95	189	108	43	1	0	0	0	0	1	0	0	0	1	1	0	1	0.45	0.45	0.45
165	2021-04-27	17:27:29	58.85	201	97	52	1	0	0	0	0	1	0	0	0	1	1	0	1	0.64	0.64	0.64
166	2021-04-27	17:27:59	58.85	203	96	53	1	0	0	0	0	1	0	0	0	1	1	0	1	0.64	0.64	0.64
167	2021-04-27	17:31:30	58.85	203	102	51	1	0	0	0	0	1	0	0	0	1	1	0	1	0.64	0.64	0.64
168	2021-04-27	17:32:01	58.85	200	106	48	1	0	0	0	0	1	0	0	0	1	1	0	1	0.64	0.64	0.64
169	2021-04-27	17:32:33	58.85	200	111	45	1	0	0	0	0	1	0	0	0	1	1	0	1	0.64	0.64	0.64
170	2021-04-27	17:33:04	58.85	194	114	47	1	0	0	0	0	1	0	0	0	1	1	0	1	0.64	0.64	0.64
171	2021-04-27	17:37:32	58.85	199	92	53	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
172	2021-04-27	17:38:35	58.85	192	100	46	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
173	2021-04-27	17:39:06	58.85	193	100	40	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
174	2021-04-27	17:39:38	58.85	188	101	44	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
175	2021-04-27	17:40:10	58.85	188	102	41	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
176	2021-04-27	17:40:41	58.85	194	98	44	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
177	2021-04-27	17:41:13	58.85	194	96	40	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
178	2021-04-27	17:41:44	58.85	193	94	41	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
179	2021-04-27	17:42:16	58.85	193	96	40	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
180	2021-04-27	17:42:48	58.85	192	96	37	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
181	2021-04-27	17:43:19	58.85	195	96	37	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
182	2021-04-27	17:43:51	58.85	195	96	35	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
183	2021-04-27	17:44:23	58.85	196	93	36	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
184	2021-04-27	17:44:54	58.85	194	97	34	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
185	2021-04-27	17:45:25	58.85	194	98	31	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
186	2021-04-27	17:46:24	58.85	200	103	53	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
187	2021-04-27	17:47:27	58.85	201	103	61	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
188	2021-04-27	17:48:31	58.85	207	108	69	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
189	2021-04-27	17:49:03	58.85	211	109	68	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
190	2021-04-27	17:53:51	58.85	202	95	46	1	1	0	0	0	1	0	0	0	1	1	1	0	0.64	0.64	0.64
191	2021-04-27	18:03:41	58.33	202	103	48	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
192	2021-04-27	18:04:45	58.33	203	105	47	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
193	2021-04-27	18:08:25	58.33	205	115	47	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
194	2021-04-27	18:12:37	58.33	190	120	38	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
195	2021-04-27	18:13:27	58.33	203	101	48	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
196	2021-04-27	18:14:30	58.33	198	103	44	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
197	2021-04-27	18:17:56	58.33	200	101	55	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
198	2021-04-27	18:18:31	58.33	200	100	46	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
199	2021-04-27	18:19:35	58.33	200	93	42	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
200	2021-04-27	18:21:35	58.33	199	96	51	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
201	2021-04-27	18:25:15	58.33	202	103	48	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
202	2021-04-27	18:25:46	58.33	199	105	43	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
203	2021-04-27	18:26:18	58.33	200	101	44	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
204	2021-04-27	18:26:49	58.33	202	106	45	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
205	2021-04-27	18:27:56	58.33	203	97	51	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
206	2021-04-27	18:41:06	58.33	203	99	50	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
207	2021-04-27	18:41:36	58.33	203	96	51	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
208	2021-04-27	18:42:06	58.33	204	101	46	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
209	2021-04-27	18:42:36	58.33	208	98	48	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
210	2021-04-27	18:43:05	58.33	211	98	46	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
211	2021-04-27	18:43:36	58.33	210	103	50	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
212	2021-04-27	18:44:06	58.33	206	101	46	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
213	2021-04-27	18:44:36	58.33	206	95	49	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
214	2021-04-27	18:45:05	58.33	207	95	50	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
215	2021-04-27	18:45:36	58.33	210	96	48	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
216	2021-04-27	18:46:06	58.33	206	92	48	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
217	2021-04-27	18:46:35	58.33	211	91	50	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
218	2021-04-27	18:47:05	58.33	208	90	52	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
219	2021-04-27	18:47:35	58.33	208	89	55	1	1	0	0	0	1	0	0	0	1	1	1	0	0.62	0.62	0.62
